candidate_id	species	tox_fasta_path	signalp_call	signalp_score	len_aa	n_cys	cys_density	cys_grammar	cys_gaps	net_charge_pH7	gravy	aromaticity	instability_index	signalp_prediction	is_secreted	plddt_mean	plddt_std	struct_pass	rg	dssp_n_res	sec_helix_frac	sec_sheet_frac	sec_coil_frac	n_cys_sg	n_disulfide_pairs	disulfide_pairs	gravy_1_20	priority_score_simple
Aethina_tumida_3	Aethina_tumida	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aethina_tumida/Aethina_tumida.fas.pasta.toxin_renomeado.fasta	0	0.003326	92	5	0.05434782608695652	C-x(0)-C-x(22)-C-x(39)-C-x(15)-C	0,22,39,15	3.0999999999999996	0.020652173913043442	0.08695652173913043	25.39347826086957	OTHER	0	67.18659571113317	22.611145453829135	0.0	18.43189473716903	0.0	0.0	0.0	0.0	5.0	1.0	A67-A83	0.020652173913043442	0.3877490979734851
Dichotomius_satanas_3	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	0	0.024947	80	5	0.0625	C-x(8)-C-x(27)-C-x(26)-C-x(1)-C	8,27,26,1	3.0999999999999996	-0.20374999999999993	0.11249999999999999	24.98375	OTHER	0	93.04941637975857	6.993454531716911	1.0	14.350521460984877	0.0	0.0	0.0	0.0	5.0	1.0	A23-A51	-0.20374999999999993	0.38712354094939644
Amphizoa_lecontei_1	Amphizoa_lecontei	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Amphizoa_lecontei/Amphizoa_lecontei.fas.pasta.toxin_renomeado.fasta	0	0.003883	70	3	0.04285714285714286	C-x(8)-C-x(23)-C	8,23	5.1	-0.15857142857142853	0.07142857142857142	32.05428571428571	OTHER	0	89.19019511342049	9.509007740949642	1.0	16.325368769619928	0.0	0.0	0.0	0.0	3.0	1.0	A12-A36	-0.15857142857142853	0.3861183449264084
Amphizoa_insolens_1	Amphizoa_insolens	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Amphizoa_insolens/Amphizoa_insolens.fas.pasta.toxin_renomeado.fasta	0	0.003883	70	3	0.04285714285714286	C-x(8)-C-x(23)-C	8,23	5.1	-0.15857142857142853	0.07142857142857142	32.05428571428571	OTHER	0	88.89316406846046	9.556857191673975	1.0	15.99412385738294	0.0	0.0	0.0	0.0	3.0	1.0	A12-A36	-0.15857142857142853	0.38537576731400836
Hydroscapha_redfordi_3	Hydroscapha_redfordi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hydroscapha_redfordi/Hydroscapha_redfordi.fas.pasta.toxin_renomeado.fasta	0	0.002512	68	3	0.04411764705882353	C-x(9)-C-x(30)-C	9,30	3.0	-0.2029411764705882	0.1323529411764706	39.95588235294117	OTHER	0	92.45114625018576	7.891293414880168	1.0	13.723748517151725	0.0	0.0	0.0	0.0	3.0	1.0	A12-A43	-0.2029411764705882	0.3812749244489938
Nicrophorus_orbicollis_2	Nicrophorus_orbicollis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Nicrophorus_orbicollis/Nicrophorus_orbicollis.fas.pasta.toxin_renomeado.fasta	0	0.01035	99	6	0.06060606060606061	C-x(3)-C-x(24)-C-x(3)-C-x(9)-C-x(1)-C	3,24,3,9,1	6.0	0.09191919191919186	0.10101010101010101	30.836363636363632	OTHER	0	53.774631901119285	20.36778258785788	0.0	17.32350741466651	0.0	0.0	0.0	0.0	6.0	1.0	A40-A69	0.09191919191919186	0.37716385248007095
Odontotaenius_disjunctus_1	Odontotaenius_disjunctus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Odontotaenius_disjunctus/Odontotaenius_disjunctus.fas.pasta.toxin_renomeado.fasta	0	0.000882	70	3	0.04285714285714286	C-x(9)-C-x(32)-C	9,32	1.0	-0.22285714285714292	0.09999999999999999	30.845714285714273	OTHER	0	92.62507408283375	7.2588278081874185	1.0	14.051016111902328	0.0	0.0	0.0	0.0	3.0	1.0	A12-A45	-0.22285714285714292	0.37541982806422725
Triodontella_sp_1	Triodontella_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Triodontella_sp/GKKL00000000.toxin_renomeado.fasta	0	0.001248	93	2	0.021505376344086023	C-x(15)-C	15	1.4000000000000004	-0.18709677419354842	0.10752688172043011	39.36989247311828	OTHER	0	90.20012018995705	10.587467396967591	1.0	13.003155864770653	0.0	0.0	0.0	0.0	2.0	1.0	A16-A32	-0.18709677419354842	0.3747476123028496
Aphodius_scrutator_5	Aphodius_scrutator	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aphodius_scrutator/GKIV00000000.toxin_renomeado.fasta	0	0.081094	81	5	0.06172839506172839	C-x(8)-C-x(27)-C-x(26)-C-x(1)-C	8,27,26,1	3.1999999999999993	-0.27777777777777773	0.1111111111111111	24.091358024691353	OTHER	0	91.17553059004511	8.82935836450716	1.0	14.397660867252265	0.0	0.0	0.0	0.0	5.0	1.0	A23-A51	-0.27777777777777773	0.3600375919072116
Batrachomatus_nannup_2	Batrachomatus_nannup	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Batrachomatus_nannup/Batrachomatus_nannup.fas.pasta.toxin_renomeado.fasta	1	0.998918	96	3	0.03125	C-x(15)-C-x(28)-C	15,28	1.1999999999999993	-0.12499999999999993	0.08333333333333334	39.37291666666666	SP(Sec/SPI)	1	74.01272949709355	20.47766495117639	1.0	20.194390557408127	0.0	0.0	0.0	0.0	3.0	1.0	A49-A65	-0.12499999999999993	0.3553443237427339
Pleurophorus_caesus_1	Pleurophorus_caesus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Pleurophorus_caesus/GKIN00000000.toxin_renomeado.fasta	0	0.004128	66	3	0.045454545454545456	C-x(8)-C-x(28)-C	8,28	1.0	-0.32272727272727275	0.09090909090909091	28.06969696969697	OTHER	0	93.94136179171926	7.030144731876819	1.0	13.2529768136741	0.0	0.0	0.0	0.0	3.0	1.0	A12-A41	-0.32272727272727275	0.3493988590247527
Neoserica_sp_4	Neoserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Neoserica_sp/GKKO00000000.toxin_renomeado.fasta	0	0.008276	74	4	0.05405405405405406	C-x(10)-C-x(9)-C-x(22)-C	10,9,22	5.0	-0.30135135135135144	0.14864864864864866	26.120270270270268	OTHER	0	90.46123234654816	9.977161918309989	1.0	14.58437437843698	0.0	0.0	0.0	0.0	4.0	1.0	A14-A47	-0.30135135135135144	0.3492611889744785
Photinus_pyralis_2	Photinus_pyralis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Photinus_pyralis/Photinus_pyralis.fas.pasta.toxin_renomeado.fasta	0	0.001299	95	5	0.05263157894736842	C-x(43)-C-x(0)-C-x(0)-C-x(13)-C	43,0,0,13	2.1999999999999993	-0.3768421052631578	0.11578947368421053	37.442105263157885	OTHER	0	93.65511150035134	7.671216306708837	1.0	15.773819500977506	0.0	0.0	0.0	0.0	5.0	1.0	A66-A82	-0.3768421052631578	0.33424304190877313
Sitophilus_zeamais_1	Sitophilus_zeamais	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sitophilus_zeamais/Sitophilus_zeamais.fas.pasta.toxin_renomeado.fasta	0	0.071324	97	2	0.020618556701030927	C-x(70)-C	70	1.0999999999999996	-0.3835051546391753	0.10309278350515463	17.519587628865974	OTHER	0	92.33704450084905	8.837555980747155	1.0	13.981558522779236	0.0	0.0	0.0	0.0	2.0	1.0	A23-A94	-0.3835051546391753	0.3209457040356278
Diphucephala_sp_4	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/Diphucephala_sp.fas.pasta.toxin_renomeado.fasta	0	0.0012	83	2	0.024096385542168676	C-x(11)-C	11	2.0999999999999996	-0.410843373493976	0.14457831325301204	38.21566265060241	OTHER	0	92.94235107133973	7.724848236463081	1.0	15.511103662211074	0.0	0.0	0.0	0.0	2.0	1.0	A23-A35	-0.410843373493976	0.3151269620156987
Dichotomius_satanas_4	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	1	0.9938	93	3	0.03225806451612903	C-x(11)-C-x(61)-C	11,61	4.199999999999999	-0.3516129032258064	0.0967741935483871	17.511827956989247	SP(Sec/SPI)	1	81.00977000235221	19.631026488228663	1.0	20.10917636313581	0.0	0.0	0.0	0.0	3.0	1.0	A20-A82	-0.3516129032258064	0.30510507016717087
Spercheus_emarginatus_1	Spercheus_emarginatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Spercheus_emarginatus/GDMT00000000.toxin_renomeado.fasta	0	0.017039	83	4	0.04819277108433735	C-x(17)-C-x(20)-C-x(14)-C	17,20,14	2.0	-0.37831325301204816	0.20481927710843373	36.60975903614456	OTHER	0	79.04176562334735	20.77720699741636	1.0	17.492232202139263	0.0	0.0	0.0	0.0	4.0	1.0	A50-A65	-0.37831325301204816	0.2961586309258383
Photinus_pyralis_1	Photinus_pyralis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Photinus_pyralis/Photinus_pyralis.fas.pasta.toxin_renomeado.fasta	0	0.001171	73	0	0.0			1.0999999999999996	0.1876712328767123	0.09589041095890412	16.347945205479455	OTHER	0	89.11170962978812	11.840564240521386	1.0	13.283003404112522	0.0	0.0	0.0	0.0	0.0	0.0		0.1876712328767123	0.279080643937484
Leptinotarsa_decemlineata_2	Leptinotarsa_decemlineata	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Leptinotarsa_decemlineata/Leptinotarsa_decemlineata.fas.pasta.toxin_renomeado.fasta	0	0.002712	92	0	0.0			1.1999999999999993	0.33369565217391306	0.11956521739130435	33.92945652173912	OTHER	0	69.45944045845371	15.034195850117289	0.0	22.978311580175216	0.0	0.0	0.0	0.0	0.0	0.0		0.33369565217391306	0.2737572967983082
Lepiserica_sp_2	Lepiserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lepiserica_sp/GKKQ00000000.toxin_renomeado.fasta	0	0.146655	96	3	0.03125	C-x(40)-C-x(14)-C	40,14	2.0999999999999996	0.20208333333333336	0.15625	26.402083333333323	OTHER	0	78.78363061892759	13.358634748687258	1.0	32.78057860394105	0.0	0.0	0.0	0.0	3.0	0.0		0.20208333333333336	0.26539657654731896
Triodontella_sp_3	Triodontella_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Triodontella_sp/GKKL00000000.toxin_renomeado.fasta	0	0.001308	78	0	0.0			1.0999999999999996	0.2961538461538462	0.10256410256410257	17.617948717948725	OTHER	0	70.46128721835196	14.88127266840492	1.0	20.589947564596986	0.0	0.0	0.0	0.0	0.0	0.0		0.2961538461538462	0.26499937189203376
Dorcus_parallelipipedus_1	Dorcus_parallelipipedus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dorcus_parallelipipedus/GKIP00000000.toxin_renomeado.fasta	1	0.99935	67	0	0.0			1.0999999999999996	0.07164179104477623	0.08955223880597016	13.371641791044775	SP(Sec/SPI)	1	84.96350756356883	12.222820114643172	1.0	22.23945632547993	0.0	0.0	0.0	0.0	0.0	0.0		0.07164179104477623	0.23390130622235494
Amphimallon_solstitiale_2	Amphimallon_solstitiale	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Amphimallon_solstitiale/GKIQ00000000.toxin_renomeado.fasta	0	0.045322	81	3	0.037037037037037035	C-x(39)-C-x(11)-C	39,11	3.0999999999999996	-0.03703703703703708	0.08641975308641975	29.338271604938274	OTHER	0	93.4144920106918	7.355666777670061	1.0	15.356553450827658	0.0	0.0	0.0	0.0	3.0	0.0		-0.03703703703703708	0.23168437817487766
Hygrobia_nigra_1	Hygrobia_nigra	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hygrobia_nigra/Hygrobia_nigra.fas.pasta.toxin_renomeado.fasta	0	0.093062	93	0	0.0			1.2999999999999998	0.18494623655913994	0.15053763440860213	27.86236559139785	OTHER	0	70.14997298533603	21.23686266721714	1.0	14.974180455597551	0.0	0.0	0.0	0.0	0.0	0.0		0.18494623655913994	0.2308588034310821
Acalymma_vittatum_1	Acalymma_vittatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Acalymma_vittatum/Acalymma_vittatum.fas.pasta.toxin_renomeado.fasta	0	0.001338	95	1	0.010526315789473684			1.0	0.001052631578947262	0.09473684210526316	19.98	OTHER	0	88.85900952663965	15.308637291536131	1.0	14.252683999965791	0.0	0.0	0.0	0.0	1.0	0.0		0.001052631578947262	0.22509489223765172
Dichotomius_satanas_7	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	0	0.000969	97	0	0.0			3.1999999999999993	-0.05154639175257734	0.11340206185567009	23.002061855670107	OTHER	0	91.83003816057922	7.028656703889805	1.0	15.431133163006582	0.0	0.0	0.0	0.0	0.0	0.0		-0.05154639175257734	0.21411117787567485
Carabus_violaceus_2	Carabus_violaceus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Carabus_violaceus/Carabus_violaceus.fas.pasta.toxin_renomeado.fasta	0	0.007956	58	3	0.05172413793103448	C-x(39)-C-x(11)-C	39,11	1.0999999999999996	-0.16379310344827588	0.10344827586206896	27.958620689655177	OTHER	0	92.32129318960781	7.262993182740893	1.0	13.768437834370676	0.0	0.0	0.0	0.0	3.0	0.0		-0.16379310344827588	0.19459633642229537
Acalymma_vittatum_2	Acalymma_vittatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Acalymma_vittatum/Acalymma_vittatum.fas.pasta.toxin_renomeado.fasta	0	0.001603	96	1	0.010416666666666666			2.0999999999999996	-0.10312499999999998	0.09375	28.762499999999996	OTHER	0	85.36610042530558	14.105015487663529	1.0	18.182232278043823	0.0	0.0	0.0	0.0	1.0	0.0		-0.10312499999999998	0.18508191772993063
Inopeplus_dimidiatus_2	Inopeplus_dimidiatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Inopeplus_dimidiatus/Inopeplus_dimidiatus.fas.pasta.toxin_renomeado.fasta	0	0.001126	88	3	0.03409090909090909	C-x(39)-C-x(11)-C	39,11	2.0999999999999996	-0.18181818181818177	0.10227272727272727	18.65568181818182	OTHER	0	92.12849575469009	8.177141499363987	1.0	15.992373030799712	0.0	0.0	0.0	0.0	3.0	0.0		-0.18181818181818177	0.18429851211399795
Aphodius_scrutator_4	Aphodius_scrutator	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aphodius_scrutator/GKIV00000000.toxin_renomeado.fasta	0	0.008032	87	2	0.022988505747126436	C-x(79)-C	79	1.0999999999999996	-0.15747126436781614	0.11494252873563218	35.158620689655166	OTHER	0	86.00101987702298	13.257083370105091	1.0	14.204992912710372	0.0	0.0	0.0	0.0	2.0	0.0		-0.15747126436781614	0.17350829681899424
Leptinotarsa_decemlineata_1	Leptinotarsa_decemlineata	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Leptinotarsa_decemlineata/Leptinotarsa_decemlineata.fas.pasta.toxin_renomeado.fasta	0	0.002676	74	2	0.02702702702702703	C-x(27)-C	27	2.0	-0.08648648648648659	0.10810810810810811	35.39999999999999	OTHER	0	75.7489948435171	20.44794115526003	1.0	16.989197975464442	0.0	0.0	0.0	0.0	2.0	0.0		-0.08648648648648659	0.17018329791960352
Brassicogethes_aeneus_1	Brassicogethes_aeneus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Brassicogethes_aeneus/Brassicogethes_aeneus.fas.pasta.toxin_renomeado.fasta	0	0.006796	75	1	0.013333333333333334			1.0999999999999996	-0.1973333333333333	0.09333333333333332	39.278666666666666	OTHER	0	89.84709091186524	8.93691763723404	1.0	17.56574457069339	0.0	0.0	0.0	0.0	1.0	0.0		-0.1973333333333333	0.16875106061299644
Hydrochus_megaphallus_1	Hydrochus_megaphallus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hydrochus_megaphallus/Hydrochus_megaphallus.fas.pasta.toxin_renomeado.fasta	0	0.005481	85	3	0.03529411764705882	C-x(39)-C-x(11)-C	39,11	4.199999999999999	-0.2576470588235294	0.09411764705882353	39.67529411764705	OTHER	0	91.67998490210921	9.422178404801986	1.0	15.700431631313522	0.0	0.0	0.0	0.0	3.0	0.0		-0.2576470588235294	0.16072937401997892
Hoplia_philanthus_2	Hoplia_philanthus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hoplia_philanthus/GKJE00000000.toxin_renomeado.fasta	0	0.033942	66	3	0.045454545454545456	C-x(39)-C-x(11)-C	39,11	4.1	-0.29393939393939394	0.15151515151515152	28.946969696969695	OTHER	0	94.55072352704843	6.3606742618424414	1.0	13.590215203073136	0.0	0.0	0.0	0.0	3.0	0.0		-0.29393939393939394	0.15955862699943926
Neoserica_sp_3	Neoserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Neoserica_sp/GKKO00000000.toxin_renomeado.fasta	0	0.00239	78	0	0.0			1.0	-0.21410256410256415	0.10256410256410257	25.320512820512814	OTHER	0	84.22499163657476	14.674499059958984	1.0	14.435254548785464	0.0	0.0	0.0	0.0	0.0	0.0		-0.21410256410256415	0.14633170986066762
Dichotomius_satanas_6	Dichotomius_satanas	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dichotomius_satanas/Dichotomius_satanas.fas.pasta.toxin_renomeado.fasta	0	0.000875	90	3	0.03333333333333333	C-x(0)-C-x(16)-C	0,16	1.5	-0.19222222222222224	0.03333333333333333	23.493333333333332	OTHER	0	77.98537246408982	17.18145678271865	1.0	14.260512817723088	0.0	0.0	0.0	0.0	3.0	0.0		-0.19222222222222224	0.1456300978268912
Sisyphus_schaefferi_4	Sisyphus_schaefferi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sisyphus_schaefferi/GKIS00000000.toxin_renomeado.fasta	0	0.102425	67	3	0.04477611940298507	C-x(39)-C-x(12)-C	39,12	2.0999999999999996	-0.3477611940298508	0.10447761194029852	26.05522388059701	OTHER	0	94.87906027198734	6.112942516929497	1.0	13.595441319512586	0.0	0.0	0.0	0.0	3.0	0.0		-0.3477611940298508	0.1440633223217594
ICLG00000000_1	Zophobas_atratus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Zophobas_atratus/ICLG00000000/ICLG00000000.toxin_renomeado.fasta	1	0.999768	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(8)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,8,3,3,1,11,5	4.3	0.3571428571428572	0.025974025974025972	34.92467532467532	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.3571428571428572	0.13961038961038963
ICLG00000000_1	Zophobas_atratus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Zophobas_atratus/ICLG00000000/ICLG00000000.toxin_renomeado.fasta	1	0.999768	77	10	0.12987012987012986	C-x(8)-C-x(3)-C-x(3)-C-x(8)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,8,3,3,1,11,5	4.3	0.3571428571428572	0.025974025974025972	34.92467532467532	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.3571428571428572	0.13961038961038963
GJBK00000000_1	Catharsius_molossus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Catharsius_molossus/GJBK00000000/GJBK00000000.toxin_renomeado.fasta	1	0.99988	91	12	0.13186813186813187	C-x(9)-C-x(2)-C-x(1)-C-x(6)-C-x(4)-C-x(7)-C-x(9)-C-x(2)-C-x(1)-C-x(8)-C-x(4)-C	9,2,1,6,4,7,9,2,1,8,4	1.0999999999999996	0.3417582417582419	0.09890109890109891	29.694615384615386	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.3417582417582419	0.13549450549450553
Sisyphus_schaefferi_2	Sisyphus_schaefferi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sisyphus_schaefferi/GKIS00000000.toxin_renomeado.fasta	0	0.025611	66	3	0.045454545454545456	C-x(39)-C-x(11)-C	39,11	2.1999999999999993	-0.3772727272727273	0.12121212121212122	38.374242424242425	OTHER	0	94.47853172046987	6.338766395443682	1.0	13.595682746810782	0.0	0.0	0.0	0.0	3.0	0.0		-0.3772727272727273	0.13437814748299287
Aphodius_scrutator_1	Aphodius_scrutator	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aphodius_scrutator/GKIV00000000.toxin_renomeado.fasta	0	0.021679	66	3	0.045454545454545456	C-x(39)-C-x(11)-C	39,11	4.300000000000001	-0.3787878787878788	0.12121212121212122	34.39545454545455	OTHER	0	94.09388775691808	6.344914246124572	1.0	13.560449856811541	0.0	0.0	0.0	0.0	3.0	0.0		-0.3787878787878788	0.13296199211956794
GKJH00000000_1	Anomala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Anomala_sp/GKJH00000000/GKJH00000000.toxin_renomeado.fasta	1	0.99989	79	10	0.12658227848101267	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.2	0.2987341772151901	0.0759493670886076	31.086075949367093	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.2987341772151901	0.12126582278481018
Triodontella_sp_2	Triodontella_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Triodontella_sp/GKKL00000000.toxin_renomeado.fasta	0	0.001006	96	1	0.010416666666666666			5.0	-0.3791666666666667	0.08333333333333334	20.833333333333332	OTHER	0	92.4804474959898	8.326234621782673	1.0	15.501484760529376	0.0	0.0	0.0	0.0	1.0	0.0		-0.3791666666666667	0.12005528540664115
GIPG00000000_1	Tenebrio_molitor	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Tenebrio_molitor/GIPG00000000/GIPG00000000.toxin_renomeado.fasta	1	0.998396	85	11	0.12941176470588237	C-x(16)-C-x(8)-C-x(3)-C-x(3)-C-x(7)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	16,8,3,3,7,3,3,1,11,5	3.0	0.2917647058823529	0.09411764705882353	10.994117647058822	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.2917647058823529	0.11988235294117647
GDOV00000000_2	Melanotus_villosus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Melanotus_villosus/GDOV00000000/GDOV00000000.toxin_renomeado.fasta	0	0.004576	68	4	0.058823529411764705	C-x(9)-C-x(9)-C-x(13)-C	9,9,13	3.2	0.34264705882352947	0.07352941176470588	30.808823529411764	OTHER	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.34264705882352947	0.11750000000000002
Carabus_violaceus_1	Carabus_violaceus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Carabus_violaceus/Carabus_violaceus.fas.pasta.toxin_renomeado.fasta	0	0.003268	82	3	0.036585365853658534	C-x(39)-C-x(11)-C	39,11	1.0999999999999996	-0.3975609756097561	0.10975609756097562	31.009756097560974	OTHER	0	90.33565351955797	10.328631093348939	1.0	15.85067967303811	0.0	0.0	0.0	0.0	3.0	0.0		-0.3975609756097561	0.11571718257938272
Elateroides_flabellicornis_2	Elateroides_flabellicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Elateroides_flabellicornis/Elateroides_flabellicornis.fas.pasta.toxin_renomeado.fasta	0	0.03204	70	3	0.04285714285714286	C-x(39)-C-x(11)-C	39,11	3.0999999999999996	-0.44	0.1285714285714286	38.495714285714286	OTHER	0	94.2185589500387	6.826205903985455	1.0	13.909714773099397	0.0	0.0	0.0	0.0	3.0	0.0		-0.44	0.11426068308938246
Oxysternon_conspicillatum_1	Oxysternon_conspicillatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Oxysternon_conspicillatum/Oxysternon_conspicillatum.fas.pasta.toxin_renomeado.fasta	0	0.014028	66	3	0.045454545454545456	C-x(39)-C-x(11)-C	39,11	4.199999999999999	-0.4454545454545456	0.12121212121212122	34.77424242424242	OTHER	0	94.44227353305781	6.800307198398619	1.0	13.568887050179635	0.0	0.0	0.0	0.0	3.0	0.0		-0.4454545454545456	0.11383295655991725
Acalymma_vittatum_3	Acalymma_vittatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Acalymma_vittatum/Acalymma_vittatum.fas.pasta.toxin_renomeado.fasta	1	0.966734	86	2	0.023255813953488372	C-x(27)-C	27	2.3000000000000007	-0.33604651162790683	0.12790697674418605	34.70348837209302	SP(Sec/SPI)	1	82.52859543682484	15.2044252015169	1.0	27.14963076221743	0.0	0.0	0.0	0.0	2.0	0.0		-0.33604651162790683	0.11132148859206216
GKJT00000000_2	Onthophagus_similis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Onthophagus_similis/GKJT00000000/GKJT00000000.toxin_renomeado.fasta	0	0.025692	63	4	0.06349206349206349	C-x(10)-C-x(23)-C-x(10)-C	10,23,10	2.0	0.31587301587301597	0.07936507936507936	37.41904761904761	OTHER	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.31587301587301597	0.11063492063492066
GKKE00000000_2	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/GKKE00000000/GKKE00000000.toxin_renomeado.fasta	1	0.999733	80	10	0.125	C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	8,3,3,9,3,3,1,11,5	4.1	0.25375	0.0625	30.061249999999987	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.25375	0.10737499999999998
Alurnus_ornatus_2	Alurnus_ornatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Alurnus_ornatus/Alurnus_ornatus.fas.pasta.toxin_renomeado.fasta	0	0.026712	66	3	0.045454545454545456	C-x(39)-C-x(11)-C	39,11	4.1	-0.4651515151515152	0.13636363636363635	22.831818181818186	OTHER	0	94.19204931241059	6.7918995985262525	1.0	13.678488210372665	0.0	0.0	0.0	0.0	3.0	0.0		-0.4651515151515152	0.10729830509920826
GDNW00000000_1	Cucujus_clavipes	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Cucujus_clavipes/GDNW00000000/GDNW00000000.toxin_renomeado.fasta	1	0.992596	93	7	0.07526881720430108	C-x(9)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	9,10,15,7,12,7	2.0	0.2935483870967742	0.0967741935483871	31.13763440860215	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.2935483870967742	0.10688172043010753
GKKE00000000_1	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/GKKE00000000/GKKE00000000.toxin_renomeado.fasta	1	0.990714	83	11	0.13253012048192772	C-x(7)-C-x(8)-C-x(3)-C-x(3)-C-x(9)-C-x(3)-C-x(3)-C-x(1)-C-x(11)-C-x(5)-C	7,8,3,3,9,3,3,1,11,5	4.199999999999999	0.24337349397590358	0.04819277108433735	31.21445783132529	SP(Sec/SPI)	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.24337349397590358	0.106144578313253
